total_articles,latest_article_date,last_load_at,spotify_match_rate,location_coverage_rate,last_run_status,last_run_at
2287,2026-05-26,2026-09-23 22:44:50.686297+00:00,79.6,96.5,success,2026-09-23 22:44:50.686297+00:00
